KO_EC_NUMBER	Silhouette_Index
K06019-[EC:3.6.1.1]	0.12
K10713-[EC:4.2.1.147]	0.05
K04113-[EC:1.3.7.8]	0.03
K06967-[EC:2.1.1.217]	0.04
K18284-[EC:3.2.2.30]	0.0
K07306-[EC:1.8.5.3]	0.06
K01113-[EC:3.1.3.1]	-0.0
K03656-[EC:3.6.4.12]	0.08
K22084-[EC:1.5.99.5]	-0.21
K06016-[EC:3.5.1.87]	0.02
K06223-[EC:2.1.1.72]	0.03
K00635-[EC:2.3.1.75]	0.01
K04102-[EC:4.1.1.55]	0.03
K03644-[EC:2.8.1.8]	0.05
K01698-[EC:4.2.1.24]	0.1
K09473-[EC:3.5.1.94]	0.04
K05956-[EC:2.5.1.60]	-0.06
K03820-[EC:2.3.1.269]	0.04
K00560-[EC:2.1.1.45]	0.02
K19548-[EC:1.1.1.385]	0.38
K12454-[EC:5.1.3.10]	0.11
K04039-[EC:1.3.7.7]	0.01
K01874-[EC:6.1.1.10]	0.07
K20627-[EC:4.2.1.54]	0.16
K01640-[EC:4.1.3.4]	-0.02
K22130-[EC:4.1.1.104]	0.1
K06177-[EC:5.4.99.29]	0.03
K02412-[EC:7.4.2.8]	0.0
K01073-[EC:3.1.2.20]	0.45
K15923-[EC:3.2.1.51]	0.0
K05368-[EC:1.16.1.3]	0.37
K23371-[EC:2.7.1.225]	0.09
K00180-[EC:1.2.7.8]	0.05
K07258-[EC:3.4.16.4]	0.1
K22452-[EC:2.3.2.13]	-0.01
K02773-[EC:2.7.1.200]	0.12
K02337-[EC:2.7.7.7]	0.06
K00324-[EC:7.1.1.1]	0.01
K17872-[EC:1.6.5.12]	0.03
K17989-[EC:4.3.1.17]	0.12
K07769-[EC:2.7.13.3]	0.03
K14159-[EC:2.7.7.7]	0.08
K01915-[EC:6.3.1.2]	0.01
K00214-[EC:1.3.1.24]	0.04
K02683-[EC:2.7.7.102]	0.23
K13922-[EC:1.2.1.87]	0.1
K19225-[EC:3.4.21.105]	-0.07
K07823-[EC:2.3.1.174]	-0.09
K11779-[EC:2.5.1.147]	0.23
K03273-[EC:3.1.3.82]	0.06
K01247-[EC:3.2.2.21]	0.0
K01732-[EC:4.2.2.10]	0.17
K03582-[EC:3.1.11.5]	0.01
K00334-[EC:7.1.1.2]	0.13
K11391-[EC:2.1.1.174]	0.25
K00162-[EC:1.2.4.1]	0.03
K09699-[EC:2.3.1.168]	0.25
K18007-[EC:1.12.1.2]	0.01
K10942-[EC:2.7.13.3]	0.02
K01800-[EC:5.2.1.2]	0.08
K21607-[EC:1.1.1.404]	-0.02
K15444-[EC:2.1.1.229]	0.04
K21469-[EC:3.4.16.4]	0.4
K13541-[EC:3.7.1.12]	0.2
K07680-[EC:2.7.13.3]	0.02
K00595-[EC:2.1.1.132]	0.03
K06941-[EC:2.1.1.192]	0.01
K21053-[EC:3.5.4.2]	0.05
K00881-[EC:2.7.1.55]	0.07
K00582-[EC:2.1.1.86]	0.06
K00265-[EC:1.4.1.13]	0.08
K01477-[EC:3.5.3.4]	0.08
K05592-[EC:3.6.4.13]	0.03
K12073-[EC:3.1.2.28]	0.12
K20429-[EC:2.6.1.33]	0.12
K03041-[EC:2.7.7.6]	0.08
K09007-[EC:3.5.4.16]	0.03
K16319-[EC:1.14.12.1]	0.02
K03151-[EC:2.8.1.4]	0.14
K02523-[EC:2.5.1.90]	0.06
K18785-[EC:2.4.1.320]	0.04
K00064-[EC:1.1.1.122]	0.11
K00854-[EC:2.7.1.17]	0.03
K14379-[EC:3.1.3.2]	0.06
K02302-[EC:4.99.1.4]	0.03
K00213-[EC:1.3.1.21]	-0.06
K07643-[EC:2.7.13.3]	0.05
K15635-[EC:5.4.2.12]	0.01
K18115-[EC:4.2.1.137]	0.2
K04720-[EC:4.1.1.81]	0.13
K00812-[EC:2.6.1.1]	0.04
K00876-[EC:2.7.1.48]	0.05
K16328-[EC:2.7.1.83]	0.03
K19547-[EC:5.3.3.19]	0.2
K15357-[EC:3.5.1.106]	-0.04
K03772-[EC:5.2.1.8]	0.13
K03212-[EC:2.1.1.189]	0.38
K07675-[EC:2.7.13.3]	0.25
K00805-[EC:2.5.1.30]	-0.01
K01460-[EC:6.3.1.8]	-0.12
K11783-[EC:3.2.2.26]	0.13
K15022-[EC:1.17.1.10]	0.02
K20451-[EC:5.3.3.6]	0.06
K16839-[EC:1.14.13.113]	0.16
K21738-[EC:1.18.1.1]	0.83
K17680-[EC:3.6.4.12]	0.0
K22161-[EC:1.5.98.3]	-0.25
K18478-[EC:2.7.1.184]	0.04
K00635-[EC:2.3.1.20]	0.01
K00620-[EC:2.3.1.1]	0.04
K14333-[EC:4.1.1.46]	0.08
K01835-[EC:5.4.2.2]	0.14
K11991-[EC:3.5.4.33]	0.04
K02464-[EC:3.4.23.43]	-0.01
K22338-[EC:1.17.1.11]	-0.04
K16159-[EC:1.14.13.25]	0.23
K23044-[EC:4.2.3.181]	0.29
K09474-[EC:3.1.3.2]	0.1
K08252-[EC:2.7.10.1]	-0.02
K19181-[EC:1.1.1.292]	0.15
K15865-[EC:2.8.4.5]	0.06
K02781-[EC:2.7.1.198]	0.25
K13380-[EC:7.1.1.2]	-0.16
K00969-[EC:2.7.7.18]	-0.06
K01081-[EC:3.1.3.5]	-0.06
K18455-[EC:3.5.1.115]	0.07
K03166-[EC:5.6.2.2]	0.09
K01252-[EC:3.3.2.1]	0.2
K22170-[EC:1.5.98.3]	0.06
K11153-[EC:1.1.1.300]	0.04
K11263-[EC:6.4.1.3]	0.02
K03660-[EC:4.2.99.18]	0.06
K22391-[EC:3.5.4.16]	0.03
K12526-[EC:4.1.1.20]	0.37
K16647-[EC:2.4.2.47]	0.2
K01962-[EC:6.4.1.2]	0.01
K06868-[EC:2.5.1.73]	0.15
K17752-[EC:2.7.11.1]	0.06
K00222-[EC:1.3.1.70]	-0.09
K00930-[EC:2.7.2.8]	0.02
K07654-[EC:2.7.13.3]	0.07
K15740-[EC:6.3.2.33]	0.34
K01067-[EC:3.1.2.1]	0.02
K22229-[EC:1.1.1.215]	0.38
K03768-[EC:5.2.1.8]	0.02
K08685-[EC:1.4.9.1]	0.3
K10671-[EC:1.21.4.2]	0.07
K20850-[EC:3.2.1.157]	0.69
K01852-[EC:5.4.99.7]	0.04
K02169-[EC:2.1.1.197]	-0.05
K03735-[EC:4.3.1.7]	0.16
K20487-[EC:2.7.13.3]	0.02
K13497-[EC:4.1.3.27]	0.19
K00936-[EC:2.7.13.3]	0.05
K00520-[EC:1.16.1.1]	0.12
K16879-[EC:1.3.99.8]	0.0
K05995-[EC:3.4.13.21]	0.06
K18846-[EC:2.1.1.180]	0.03
K01821-[EC:5.3.2.6]	-0.02
K18124-[EC:1.1.1.360]	0.17
K03050-[EC:2.7.7.6]	0.06
K20034-[EC:6.2.1.44]	0.13
K00823-[EC:2.6.1.19]	0.14
K00848-[EC:2.7.1.5]	0.33
K20431-[EC:5.1.3.33]	0.67
K00759-[EC:2.4.2.7]	-0.03
K03635-[EC:2.8.1.12]	0.01
K06720-[EC:4.2.1.108]	0.08
K01035-[EC:2.8.3.9]	0.03
K07545-[EC:1.3.8.3]	0.09
K01715-[EC:4.2.1.17]	0.03
K18981-[EC:1.1.1.203]	0.08
K03551-[EC:3.6.4.12]	0.01
K03578-[EC:3.6.4.13]	0.13
K05962-[EC:2.7.13.1]	-0.0
K03517-[EC:2.5.1.72]	0.04
K18009-[EC:1.1.1.304]	0.01
K00033-[EC:1.1.1.343]	0.02
K00831-[EC:2.6.1.52]	-0.08
K01136-[EC:3.1.6.13]	0.15
K15761-[EC:1.14.13.236]	0.12
K16164-[EC:3.7.1.5]	0.16
K21730-[EC:1.14.13.160]	-0.11
K00054-[EC:1.1.1.88]	0.09
K07646-[EC:2.7.13.3]	-0.02
K01267-[EC:3.4.11.21]	0.06
K05601-[EC:1.7.99.1]	0.17
K19188-[EC:3.7.1.19]	-0.1
K00370-[EC:1.7.5.1]	0.24
K00507-[EC:1.14.19.1]	-0.01
K18023-[EC:1.12.7.2]	0.0
K01011-[EC:2.8.1.2]	0.01
K00991-[EC:2.7.7.60]	0.04
K18933-[EC:4.1.1.25]	0.13
K15784-[EC:3.5.1.125]	0.1
K00005-[EC:1.1.1.6]	0.1
K12349-[EC:3.5.1.23]	0.07
K03816-[EC:2.4.2.22]	0.09
K08315-[EC:3.4.23.51]	0.27
K10843-[EC:3.6.4.12]	0.23
K01846-[EC:5.4.99.1]	0.13
K21815-[EC:1.14.20.7]	-0.05
K20881-[EC:3.1.3.5]	0.18
K06175-[EC:5.4.99.26]	0.31
K01473-[EC:3.5.2.14]	0.02
K00897-[EC:2.7.1.95]	0.08
K03184-[EC:1.14.99.60]	0.25
K21749-[EC:2.7.7.43]	0.03
K00356-[EC:1.6.99.3]	0.18
K01681-[EC:4.2.1.3]	-0.02
K12567-[EC:2.7.11.1]	0.07
K20415-[EC:6.2.1.35]	0.03
K07811-[EC:1.7.2.3]	0.04
K00119-[EC:1.1.99.36]	0.0
K02362-[EC:6.3.2.14]	0.02
K09470-[EC:6.3.1.11]	0.01
K22589-[EC:4.3.1.16]	0.11
K00892-[EC:2.7.1.73]	0.28
K07647-[EC:2.7.13.3]	0.09
K14580-[EC:1.14.12.23]	-0.34
K00655-[EC:2.3.1.51]	0.04
K00449-[EC:1.13.11.3]	0.11
K07259-[EC:3.4.16.4]	0.06
K06042-[EC:5.4.99.61]	0.05
K02036-[EC:7.3.2.1]	0.04
K00568-[EC:2.1.1.64]	0.01
K18014-[EC:4.3.1.14]	0.04
K22506-[EC:7.4.2.8]	0.06
K01823-[EC:5.3.3.2]	0.03
K00035-[EC:1.1.1.48]	0.1
K01782-[EC:1.1.1.35]	0.06
K00863-[EC:2.7.1.29]	0.06
K21909-[EC:5.1.3.38]	0.02
K19713-[EC:1.8.2.2]	-0.03
K21428-[EC:2.2.1.12]	0.65
K01304-[EC:3.4.19.3]	-0.04
K03806-[EC:3.5.1.28]	0.08
K01858-[EC:5.5.1.4]	0.07
K16652-[EC:1.1.1.333]	0.13
K22215-[EC:1.1.1.120]	0.05
K00906-[EC:2.7.11.5]	0.21
K01912-[EC:6.2.1.30]	0.01
K01790-[EC:5.1.3.13]	-0.1
K01643-[EC:2.8.3.10]	0.24
K22033-[EC:1.14.99.56]	0.03
K07709-[EC:2.7.13.3]	0.06
K01414-[EC:3.4.24.70]	0.04
K00090-[EC:1.1.1.215]	0.09
K13542-[EC:2.1.1.107]	0.23
K03519-[EC:1.2.5.3]	0.02
K01668-[EC:4.1.99.2]	-0.02
K00217-[EC:1.3.1.32]	0.13
K22085-[EC:1.5.99.5]	0.08
K20866-[EC:3.1.3.10]	0.36
K00703-[EC:2.4.1.21]	-0.09
K00032-[EC:1.1.1.43]	0.42
K13953-[EC:1.1.1.1]	0.06
K22348-[EC:1.16.3.3]	0.09
K00791-[EC:2.5.1.75]	0.19
K15632-[EC:2.1.1.224]	0.07
K10255-[EC:1.14.19.45]	0.02
K22601-[EC:2.1.3.5]	0.1
K20955-[EC:2.7.7.65]	0.07
K18979-[EC:1.17.99.6]	0.07
K06182-[EC:5.4.99.21]	0.07
K18011-[EC:5.4.3.3]	0.25
K01076-[EC:3.1.2.22]	0.13
K13074-[EC:1.14.19.69]	-0.01
K20500-[EC:4.3.1.28]	-0.21
K09880-[EC:3.1.3.77]	0.11
K22432-[EC:1.3.1.108]	0.02
K01134-[EC:3.1.6.8]	-0.03
K00955-[EC:2.7.7.4]	0.08
K01515-[EC:3.6.1.13]	0.02
K07145-[EC:1.14.99.48]	0.06
K05913-[EC:1.13.11.41]	0.07
K19546-[EC:4.1.1.100]	0.12
K11753-[EC:2.7.1.26]	0.07
K17465-[EC:2.7.1.203]	0.0
K11752-[EC:3.5.4.26]	0.04
K00763-[EC:6.3.4.21]	0.03
K00259-[EC:1.4.1.1]	0.06
K02291-[EC:2.5.1.32]	-0.04
K01753-[EC:4.3.1.18]	0.09
K22839-[EC:2.3.1.272]	0.82
K02793-[EC:2.7.1.191]	-0.01
K00382-[EC:1.8.1.4]	0.04
K00197-[EC:2.1.1.245]	0.22
K01654-[EC:2.5.1.56]	0.04
K07749-[EC:2.8.3.16]	0.08
K06181-[EC:5.4.99.20]	0.02
K15515-[EC:1.2.1.81]	0.05
K14170-[EC:4.2.1.51]	0.03
K01158-[EC:3.1.22.1]	-0.23
K01431-[EC:3.5.1.6]	0.11
K01737-[EC:4.2.3.12]	0.04
K10831-[EC:7.6.2.7]	0.17
K19081-[EC:2.7.13.3]	0.19
K00462-[EC:1.13.11.39]	-0.03
K03423-[EC:1.8.1.13]	0.04
K00817-[EC:2.6.1.9]	0.02
K11779-[EC:4.3.1.32]	0.23
K01829-[EC:5.3.4.1]	0.01
K14582-[EC:1.3.1.29]	-0.33
K07319-[EC:2.1.1.72]	0.03
K15888-[EC:2.5.1.89]	0.07
K13830-[EC:1.1.1.25]	-0.01
K17840-[EC:2.3.1.59]	0.04
K07151-[EC:2.4.99.18]	0.14
K00266-[EC:1.4.1.13]	0.05
K01782-[EC:5.1.2.3]	0.06
K07291-[EC:2.7.8.34]	0.14
K01918-[EC:6.3.2.1]	0.09
K01361-[EC:3.4.21.96]	0.03
K13810-[EC:2.2.1.2]	0.15
K10150-[EC:2.5.1.65]	0.1
K13714-[EC:3.5.1.28]	0.35
K06042-[EC:5.4.99.60]	0.05
K22757-[EC:2.3.2.5]	0.06
K18603-[EC:6.4.1.2]	0.74
K00609-[EC:2.1.3.2]	0.06
K16968-[EC:1.14.13.111]	0.14
K16849-[EC:4.2.1.7]	0.0
K18345-[EC:2.7.13.3]	0.12
K22874-[EC:1.14.20.10]	0.11
K20811-[EC:2.4.1.9]	-0.18
K18845-[EC:2.1.1.179]	0.0
K09011-[EC:2.3.1.182]	0.05
K01727-[EC:4.2.2.1]	0.04
K06134-[EC:1.14.99.60]	-0.03
K03365-[EC:3.5.4.1]	0.08
K02563-[EC:2.4.1.227]	0.08
K02564-[EC:3.5.99.6]	0.03
K20816-[EC:3.5.2.19]	0.06
K00012-[EC:1.1.1.22]	0.02
K01026-[EC:2.8.3.1]	-0.0
K17103-[EC:2.7.8.8]	0.05
K05574-[EC:7.1.1.2]	-0.07
K01023-[EC:2.8.2.22]	0.04
K18447-[EC:3.6.1.21]	0.5
K11752-[EC:1.1.1.193]	0.04
K18897-[EC:2.1.1.157]	0.0
K03224-[EC:7.4.2.8]	0.05
K00383-[EC:1.8.1.7]	0.07
K00795-[EC:2.5.1.10]	0.04
K00570-[EC:2.1.1.17]	0.02
K01208-[EC:3.2.1.135]	-0.04
K17489-[EC:2.1.3.1]	0.08
K07637-[EC:2.7.13.3]	0.24
K00835-[EC:2.6.1.66]	0.38
K00254-[EC:1.3.5.2]	0.16
K13058-[EC:2.4.1.246]	0.1
K01811-[EC:3.2.1.177]	0.03
K05342-[EC:2.4.1.64]	0.04
K14579-[EC:1.14.12.23]	-0.28
K00952-[EC:2.7.7.1]	0.09
K11640-[EC:2.7.13.3]	-0.02
K18851-[EC:2.3.1.122]	0.19
K00163-[EC:1.2.4.1]	0.03
K15899-[EC:2.7.7.81]	0.05
K10251-[EC:1.1.1.62]	0.65
K21231-[EC:1.3.7.13]	0.48
K20219-[EC:1.10.3.4]	-0.29
K07281-[EC:2.7.7.74]	0.23
K00998-[EC:2.7.8.8]	0.37
K17398-[EC:2.1.1.37]	-0.01
K00374-[EC:1.7.5.1]	0.16
K19973-[EC:7.2.2.5]	0.05
K03524-[EC:6.3.4.15]	0.05
K15907-[EC:1.14.15.32]	0.07
K01731-[EC:4.2.2.9]	0.18
K02182-[EC:6.2.1.48]	0.15
K19291-[EC:2.4.1.33]	0.15
K21936-[EC:2.1.1.342]	0.1
K20261-[EC:3.3.2.15]	0.08
K15019-[EC:4.2.1.116]	0.07
K17364-[EC:1.5.1.47]	-0.05
K00209-[EC:1.3.1.44]	0.1
K18673-[EC:2.7.1.85]	-0.05
K05919-[EC:1.15.1.2]	-0.02
K00270-[EC:1.4.1.20]	0.71
K15016-[EC:1.1.1.35]	0.04
K13529-[EC:3.2.2.21]	0.03
K01905-[EC:6.2.1.13]	0.15
K03885-[EC:1.6.99.3]	0.1
K00645-[EC:2.3.1.39]	0.1
K15566-[EC:2.1.1.221]	0.15
K03106-[EC:3.6.5.4]	0.07
K16011-[EC:2.7.7.13]	0.01
K01458-[EC:3.5.1.68]	-0.01
K16044-[EC:1.1.1.371]	0.07
K17624-[EC:3.2.1.97]	0.01
K05586-[EC:7.1.1.2]	0.07
K03400-[EC:1.2.1.50]	0.41
K15982-[EC:1.14.15.30]	0.05
K07464-[EC:3.1.12.1]	0.0
K05712-[EC:1.14.13.127]	-0.01
K03769-[EC:5.2.1.8]	0.04
K01432-[EC:3.5.1.9]	-0.02
K00153-[EC:1.1.1.306]	-0.13
K00150-[EC:1.2.1.59]	0.4
K07251-[EC:2.7.1.89]	0.12
K18982-[EC:5.4.1.4]	-0.0
K07303-[EC:1.3.99.16]	-0.06
K01604-[EC:7.2.4.3]	0.02
K01754-[EC:4.3.1.19]	0.04
K02434-[EC:6.3.5.7]	0.11
K01825-[EC:1.1.1.35]	0.24
K00891-[EC:2.7.1.71]	-0.06
K19185-[EC:1.5.99.14]	-0.12
K01634-[EC:4.1.2.27]	0.25
K05356-[EC:2.5.1.85]	0.11
K02506-[EC:3.4.23.43]	0.11
K03473-[EC:1.1.1.290]	0.31
K13481-[EC:1.17.1.4]	0.1
K05991-[EC:3.2.1.123]	0.06
K00563-[EC:2.1.1.187]	0.09
K12448-[EC:5.1.3.5]	0.32
K16881-[EC:2.7.7.13]	0.02
K01695-[EC:4.2.1.20]	0.05
K09833-[EC:2.5.1.116]	-0.01
K00767-[EC:2.4.2.19]	0.03
K01785-[EC:5.1.3.3]	0.06
K00583-[EC:2.1.1.86]	0.13
K20942-[EC:1.14.14.27]	0.07
K01555-[EC:3.7.1.2]	0.05
K15513-[EC:4.1.2.44]	0.16
K13330-[EC:2.1.1.324]	-0.19
K08355-[EC:1.20.2.1]	0.07
K00616-[EC:2.2.1.2]	0.06
K01561-[EC:3.8.1.3]	0.14
K13924-[EC:2.1.1.80]	-0.07
K06442-[EC:2.1.1.226]	0.01
K18931-[EC:2.4.2.57]	0.11
K15760-[EC:1.14.13.236]	0.03
K03206-[EC:1.7.1.6]	0.09
K18707-[EC:2.8.4.5]	0.07
K13920-[EC:4.2.1.28]	0.16
K05349-[EC:3.2.1.21]	0.04
K22842-[EC:2.3.1.271]	0.05
K13830-[EC:2.5.1.19]	-0.01
K20201-[EC:3.9.1.2]	0.03
K02277-[EC:1.9.3.1]	0.1
K16306-[EC:2.2.1.10]	0.01
K18855-[EC:1.1.1.374]	0.08
K01095-[EC:3.1.3.27]	0.01
K17835-[EC:4.1.99.20]	0.05
K17623-[EC:3.1.3.96]	-0.15
K13831-[EC:4.1.2.43]	0.02
K03715-[EC:2.4.1.46]	0.04
K00086-[EC:1.1.1.202]	0.24
K03639-[EC:4.1.99.22]	0.03
K00437-[EC:1.12.2.1]	-0.06
K13038-[EC:6.3.2.5]	0.02
K20089-[EC:1.14.13.217]	0.4
K19712-[EC:2.7.7.62]	0.18
K13767-[EC:4.2.1.17]	0.05
K00325-[EC:7.1.1.1]	0.04
K03652-[EC:3.2.2.21]	0.01
K22927-[EC:3.1.4.59]	0.05
K13308-[EC:2.6.1.33]	0.05
K05584-[EC:7.1.1.2]	-0.02
K18557-[EC:1.3.1.6]	0.16
K10619-[EC:1.14.12.25]	0.1
K22199-[EC:5.4.2.7]	0.11
K12506-[EC:4.6.1.12]	-0.04
K00394-[EC:1.8.99.2]	0.01
K09020-[EC:3.5.1.110]	-0.18
K01135-[EC:3.1.6.12]	0.02
K15863-[EC:7.1.1.2]	0.01
K21576-[EC:1.21.4.4]	0.06
K20110-[EC:3.4.19.15]	0.01
K00192-[EC:1.2.7.4]	0.04
K16043-[EC:1.1.1.370]	0.25
K00220-[EC:1.3.1.43]	0.05
K18702-[EC:2.8.3.19]	0.07
K19817-[EC:1.5.3.22]	-0.11
K05999-[EC:3.4.21.101]	0.04
K00830-[EC:2.6.1.51]	0.04
K11258-[EC:2.2.1.6]	0.37
K00853-[EC:2.7.1.16]	0.21
K01235-[EC:3.2.1.139]	0.04
K09972-[EC:7.4.2.1]	-0.05
K02283-[EC:7.4.2.8]	-0.05
K07543-[EC:2.8.3.15]	0.13
K15913-[EC:2.3.1.203]	0.08
K23257-[EC:1.1.1.283]	0.11
K00972-[EC:2.7.7.83]	0.12
K20611-[EC:1.3.99.37]	0.1
K01130-[EC:3.1.6.1]	0.04
K22502-[EC:5.5.1.19]	0.15
K00549-[EC:2.1.1.14]	0.0
K06015-[EC:3.5.1.81]	0.21
K01803-[EC:5.3.1.1]	-0.02
K00253-[EC:1.3.8.4]	0.04
K17488-[EC:3.5.4.39]	0.08
K00301-[EC:1.5.3.1]	0.03
K18786-[EC:2.4.1.321]	0.17
K11440-[EC:1.1.1.1]	-0.5
K21713-[EC:1.14.99.53]	0.52
K01271-[EC:3.4.13.9]	0.11
K18055-[EC:1.14.11.30]	0.1
K13498-[EC:5.3.1.24]	0.25
K21400-[EC:2.3.1.263]	0.01
K16593-[EC:1.14.14.46]	0.3
K08963-[EC:5.3.1.23]	0.02
K08652-[EC:3.4.21.110]	0.05
K01676-[EC:4.2.1.2]	0.04
K22396-[EC:4.2.1.82]	-0.01
K02191-[EC:2.1.1.196]	0.1
K02636-[EC:7.1.1.6]	0.06
K18009-[EC:1.1.1.76]	0.01
K03183-[EC:2.1.1.201]	0.02
K17948-[EC:5.1.3.24]	0.11
K00941-[EC:2.7.1.49]	0.19
K02594-[EC:2.3.3.14]	0.08
K20967-[EC:4.6.1.17]	0.06
K15054-[EC:1.1.99.31]	0.02
K17893-[EC:1.10.3.11]	0.07
K09162-[EC:1.13.11.49]	-0.02
K00750-[EC:2.4.1.186]	0.02
K19744-[EC:1.4.1.25]	0.04
K18332-[EC:1.12.1.3]	0.02
K14080-[EC:2.1.1.246]	0.04
K00822-[EC:2.6.1.18]	0.05
K22539-[EC:4.2.2.2]	0.07
K00033-[EC:1.1.1.44]	0.02
K01968-[EC:6.4.1.4]	0.04
K00055-[EC:1.1.1.90]	0.08
K00324-[EC:1.6.1.2]	0.01
K00148-[EC:1.2.1.46]	0.06
K02319-[EC:2.7.7.7]	0.05
K01682-[EC:4.2.1.3]	0.11
K16969-[EC:1.14.13.111]	0.03
K17811-[EC:5.5.1.16]	-0.57
K02493-[EC:2.1.1.297]	0.06
K14170-[EC:5.4.99.5]	0.03
K14082-[EC:2.1.1.247]	-0.04
K03781-[EC:1.11.1.6]	-0.07
K22165-[EC:1.5.98.3]	-0.01
K11603-[EC:7.2.2.5]	0.18
K19563-[EC:2.6.1.105]	-0.1
K16421-[EC:1.13.11.46]	0.0
K01201-[EC:3.2.1.45]	0.03
K06048-[EC:6.3.2.2]	-0.0
K23385-[EC:4.1.1.116]	0.46
K01174-[EC:3.1.31.1]	0.09
K02790-[EC:2.7.1.199]	0.05
K13598-[EC:2.7.13.3]	0.04
K01224-[EC:3.2.1.89]	0.06
K22351-[EC:3.5.2.6]	0.41
K11693-[EC:2.3.2.16]	0.32
K10742-[EC:3.6.4.12]	0.4
K03814-[EC:2.4.1.129]	0.15
K01524-[EC:3.6.1.11]	0.18
K02304-[EC:1.3.1.76]	0.12
K00336-[EC:7.1.1.2]	0.06
K15912-[EC:4.2.1.135]	-0.0
K00557-[EC:2.1.1.35]	0.22
K03047-[EC:2.7.7.6]	0.19
K01096-[EC:3.1.3.81]	0.39
K01655-[EC:2.3.3.14]	0.23
K03101-[EC:3.4.23.36]	0.06
K02812-[EC:2.7.1.206]	0.11
K14579-[EC:1.14.12.12]	-0.28
K19243-[EC:1.1.1.388]	-0.09
K00016-[EC:1.1.1.27]	0.06
K06016-[EC:3.5.1.6]	0.02
K01002-[EC:2.7.8.20]	0.24
K07141-[EC:2.7.7.76]	0.05
K01119-[EC:3.1.3.6]	0.01
K03621-[EC:2.3.1.274]	0.07
K05366-[EC:3.4.16.4]	0.04
K20151-[EC:2.4.1.152]	0.18
K19246-[EC:1.13.11.33]	0.26
K22026-[EC:2.7.1.213]	0.18
K12524-[EC:1.1.1.3]	0.14
K18654-[EC:3.1.3.92]	0.23
K21576-[EC:1.21.4.3]	0.06
K18348-[EC:5.1.1.18]	0.01
K00674-[EC:2.3.1.117]	0.12
K18704-[EC:2.7.8.47]	0.27
K22172-[EC:1.1.98.4]	0.14
K00569-[EC:2.1.1.67]	0.18
K07250-[EC:2.6.1.19]	0.07
K20418-[EC:1.14.11.45]	-0.3
K09733-[EC:4.2.3.153]	0.21
K07678-[EC:2.7.13.3]	0.26
K03169-[EC:5.6.2.1]	0.06
K17816-[EC:3.6.1.55]	-0.23
K07173-[EC:4.4.1.21]	0.16
K00303-[EC:1.5.3.1]	0.01
K01809-[EC:5.3.1.8]	0.08
K00134-[EC:1.2.1.12]	0.12
K01093-[EC:3.1.3.2]	0.07
K17251-[EC:2.4.99.19]	0.06
K15527-[EC:2.5.1.76]	0.4
K00347-[EC:7.2.1.1]	0.22
K22982-[EC:1.1.1.81]	0.05
K00874-[EC:2.7.1.45]	0.03
K05552-[EC:2.3.1.260]	-0.0
K22311-[EC:2.3.1.265]	0.05
K18290-[EC:4.2.1.56]	0.07
K18687-[EC:6.2.1.41]	0.06
K22871-[EC:2.5.1.27]	0.16
K07026-[EC:3.1.3.70]	0.2
K01178-[EC:3.2.1.3]	0.01
K18425-[EC:4.1.3.41]	0.24
K17064-[EC:1.1.1.272]	0.04
K01768-[EC:4.6.1.1]	-0.1
K17078-[EC:3.5.1.113]	0.67
K10125-[EC:2.7.13.3]	-0.01
K19746-[EC:1.4.99.6]	0.0
K18120-[EC:1.1.1.61]	-0.02
K15519-[EC:2.7.1.76]	-0.01
K06718-[EC:2.3.1.178]	0.09
K10027-[EC:1.3.99.29]	0.02
K19054-[EC:1.16.3.1]	0.33
K01730-[EC:4.2.2.6]	0.08
K05281-[EC:1.3.1.45]	0.07
K00101-[EC:1.1.2.3]	0.08
K03655-[EC:3.6.4.12]	0.04
K01631-[EC:4.1.2.21]	0.19
K08679-[EC:5.1.3.6]	0.05
K00483-[EC:1.14.14.9]	0.15
K02431-[EC:5.1.3.29]	0.15
K01685-[EC:4.2.1.7]	0.03
K00058-[EC:1.1.1.95]	0.17
K05709-[EC:1.14.12.19]	-0.53
K22896-[EC:1.18.6.2]	-0.16
K18652-[EC:1.1.1.361]	0.17
K20449-[EC:1.3.7.1]	0.15
K05783-[EC:1.3.1.25]	0.07
K22350-[EC:1.16.3.3]	-0.14
K00175-[EC:1.2.7.11]	-0.03
K00801-[EC:2.5.1.21]	0.07
K19270-[EC:3.1.3.23]	0.03
K13555-[EC:3.1.3.88]	0.66
K16180-[EC:5.4.99.58]	0.12
K01442-[EC:3.5.1.24]	0.04
K03432-[EC:3.4.25.1]	0.31
K17759-[EC:5.1.99.6]	0.02
K03390-[EC:1.8.98.4]	0.06
K07561-[EC:2.5.1.108]	0.14
K15024-[EC:2.3.1.8]	0.05
K11949-[EC:4.1.2.34]	-0.46
K00286-[EC:1.5.1.2]	-0.06
K01770-[EC:4.6.1.12]	-0.01
K06034-[EC:4.1.1.79]	0.2
K00641-[EC:2.3.1.31]	0.07
K21679-[EC:4.2.3.156]	0.03
K20458-[EC:6.2.1.27]	0.27
K15910-[EC:2.6.1.34]	0.07
K15509-[EC:1.1.1.308]	0.04
K20957-[EC:2.7.7.65]	-0.0
K14977-[EC:3.5.3.26]	0.06
K11629-[EC:2.7.13.3]	0.02
K19051-[EC:4.2.2.7]	0.13
K00450-[EC:1.13.11.4]	0.07
K00677-[EC:2.3.1.129]	0.02
