KO_EC_NUMBER	Silhouette_Index
K13065-[EC:2.3.1.133]	-0.05
K01035-[EC:2.8.3.8]	0.03
K22344-[EC:1.14.13.238]	0.2
K06441-[EC:1.12.7.2]	-0.0
K03077-[EC:5.1.3.4]	0.04
K10531-[EC:1.14.13.196]	0.08
K21085-[EC:2.7.7.65]	0.15
K01921-[EC:6.3.2.4]	0.02
K02472-[EC:1.1.1.336]	0.06
K13522-[EC:2.7.7.1]	0.07
K01466-[EC:3.5.2.5]	0.06
K03042-[EC:2.7.7.6]	0.06
K22935-[EC:2.7.1.47]	0.02
K13040-[EC:2.7.13.3]	0.01
K14068-[EC:1.12.98.3]	-0.13
K02363-[EC:2.7.7.58]	0.19
K00215-[EC:1.17.1.8]	0.02
K03270-[EC:3.1.3.45]	-0.02
K03462-[EC:2.4.2.12]	0.05
K03797-[EC:3.4.21.102]	0.08
K06165-[EC:2.7.8.37]	0.27
K00004-[EC:1.1.1.4]	0.01
K03181-[EC:4.1.3.40]	0.03
K11176-[EC:3.5.4.10]	0.06
K01194-[EC:3.2.1.28]	0.02
K04091-[EC:1.14.14.5]	0.02
K07991-[EC:3.4.23.52]	-0.02
K03177-[EC:5.4.99.25]	0.01
K20860-[EC:3.1.3.102]	0.01
K01218-[EC:3.2.1.78]	0.1
K04765-[EC:3.6.1.9]	0.1
K02322-[EC:2.7.7.7]	0.17
K19709-[EC:2.8.3.8]	0.25
K13932-[EC:4.1.1.87]	0.07
K12551-[EC:2.4.1.129]	0.29
K23265-[EC:3.5.1.2]	-0.0
K13540-[EC:2.1.1.131]	0.1
K01556-[EC:3.7.1.3]	0.05
K21949-[EC:2.5.1.140]	0.01
K00857-[EC:2.7.1.21]	0.08
K01712-[EC:4.2.1.49]	0.08
K00001-[EC:1.1.1.1]	-0.04
K05597-[EC:3.5.1.38]	0.07
K19580-[EC:2.3.1.233]	-0.1
K01256-[EC:3.4.11.2]	-0.0
K20940-[EC:1.14.13.218]	-0.05
K07260-[EC:3.4.17.14]	0.13
K04038-[EC:1.3.7.7]	0.33
K20859-[EC:3.1.4.57]	0.02
K00176-[EC:1.2.7.3]	-0.01
K18968-[EC:2.7.7.65]	0.04
K05831-[EC:3.5.1.132]	0.06
K10231-[EC:2.4.1.230]	0.03
K00125-[EC:1.17.98.3]	0.11
K13444-[EC:1.8.3.7]	0.07
K21365-[EC:2.4.1.306]	0.21
K02774-[EC:2.7.1.200]	0.12
K21284-[EC:2.7.7.97]	0.03
K02803-[EC:2.7.1.193]	0.06
K00172-[EC:1.2.7.1]	0.01
K19005-[EC:2.7.8.20]	0.07
K11755-[EC:3.6.1.31]	0.07
K18856-[EC:6.3.2.35]	0.04
K15372-[EC:2.6.1.55]	0.02
K05922-[EC:1.12.5.1]	0.0
K02654-[EC:3.4.23.43]	-0.08
K05851-[EC:4.6.1.1]	0.39
K01706-[EC:4.2.1.40]	0.16
K02434-[EC:6.3.5.6]	0.11
K20109-[EC:3.4.24.89]	0.23
K13789-[EC:2.5.1.1]	-0.15
K00027-[EC:1.1.1.38]	0.02
K03921-[EC:1.14.19.2]	0.05
K01622-[EC:4.1.2.13]	-0.01
K01839-[EC:5.4.2.7]	0.12
K16937-[EC:1.8.5.2]	0.01
K08977-[EC:4.2.1.161]	0.03
K13587-[EC:2.7.13.3]	0.12
K19222-[EC:3.1.2.28]	0.26
K21676-[EC:1.17.2.2]	-0.05
K06726-[EC:5.4.99.62]	0.04
K10804-[EC:3.1.1.2]	0.0
K19664-[EC:2.7.7.67]	0.04
K16850-[EC:4.2.1.7]	0.01
K01096-[EC:3.6.1.27]	0.39
K18058-[EC:1.14.11.39]	0.02
K00882-[EC:2.7.1.56]	0.04
K01437-[EC:3.5.1.15]	-0.0
K07697-[EC:2.7.13.3]	0.01
K00349-[EC:7.2.1.1]	0.45
K01589-[EC:6.3.4.18]	0.03
K00830-[EC:2.6.1.45]	0.04
K21883-[EC:1.1.1.401]	0.0
K08965-[EC:5.3.2.5]	0.17
K07768-[EC:2.7.13.3]	0.14
K01126-[EC:3.1.4.46]	0.1
K05964-[EC:2.7.7.61]	0.13
K00917-[EC:2.7.1.144]	0.05
K08093-[EC:4.1.2.43]	0.15
K07649-[EC:2.7.13.3]	-0.07
K01476-[EC:3.5.3.1]	0.13
K00836-[EC:2.6.1.76]	0.02
K15746-[EC:1.14.15.24]	0.08
K01308-[EC:3.4.19.11]	-0.0
K21977-[EC:6.3.2.5]	0.11
K22480-[EC:1.8.7.3]	0.09
K04070-[EC:1.97.1.4]	0.05
K17810-[EC:6.3.1.12]	-0.01
K01734-[EC:4.2.3.3]	0.05
K00476-[EC:1.14.11.16]	-0.18
K11178-[EC:1.17.1.4]	0.01
K18383-[EC:4.2.1.101]	0.22
K00146-[EC:1.2.1.39]	0.14
K01190-[EC:3.2.1.23]	0.01
K15918-[EC:2.7.1.31]	0.03
K01590-[EC:4.1.1.22]	0.04
K01518-[EC:3.6.1.17]	0.11
K06988-[EC:1.5.1.40]	0.04
K02372-[EC:4.2.1.59]	-0.04
K07127-[EC:3.5.2.17]	0.02
K07264-[EC:2.4.2.43]	0.06
K13059-[EC:2.7.1.162]	-0.28
K01438-[EC:3.5.1.16]	0.04
K02017-[EC:7.3.2.5]	0.03
K14654-[EC:1.1.1.302]	-0.04
K05946-[EC:2.4.1.187]	-0.02
K01155-[EC:3.1.21.4]	-0.02
K03218-[EC:2.1.1.185]	0.06
K01624-[EC:4.1.2.13]	0.05
K14128-[EC:1.8.98.5]	0.16
K02439-[EC:2.8.1.1]	0.22
K09667-[EC:2.4.1.255]	0.11
K10909-[EC:2.7.13.3]	0.08
K00390-[EC:1.8.4.10]	0.0
K20885-[EC:2.4.1.340]	0.05
K01969-[EC:6.4.1.4]	-0.0
K22162-[EC:1.5.7.2]	-0.42
K10542-[EC:3.6.3.17]	0.18
K10027-[EC:1.3.99.31]	0.02
K13777-[EC:6.4.1.5]	0.11
K17883-[EC:1.8.1.15]	0.1
K02298-[EC:7.1.1.3]	0.04
K03579-[EC:3.6.4.13]	0.04
K03539-[EC:3.1.26.5]	-0.0
K03734-[EC:2.7.1.180]	0.02
K01817-[EC:5.3.1.24]	-0.07
K21272-[EC:1.14.13.222]	0.47
K05370-[EC:1.3.7.3]	0.19
K22175-[EC:1.1.98.4]	0.1
K01070-[EC:3.1.2.12]	0.12
K22158-[EC:1.5.98.3]	-0.24
K10844-[EC:3.6.4.12]	0.02
K18096-[EC:2.3.1.229]	-0.0
K03196-[EC:7.4.2.8]	0.03
K11029-[EC:4.6.1.1]	-0.43
K18967-[EC:2.7.7.65]	0.02
K21457-[EC:2.1.1.281]	-0.04
K00578-[EC:2.1.1.86]	0.11
K03809-[EC:1.6.5.2]	0.09
K01547-[EC:7.2.2.6]	0.04
K19286-[EC:1.5.1.39]	0.07
K15450-[EC:2.1.1.282]	0.19
K01086-[EC:3.1.3.37]	-0.06
K07031-[EC:2.7.1.168]	-0.01
K18966-[EC:4.1.1.11]	0.02
K21574-[EC:3.2.1.3]	0.04
K05362-[EC:6.3.2.7]	-0.0
K01793-[EC:5.1.3.17]	0.45
K02668-[EC:2.7.13.3]	0.07
K01633-[EC:4.1.2.25]	0.06
K02802-[EC:2.7.1.193]	0.24
K22209-[EC:4.2.1.81]	0.08
K22335-[EC:3.5.2.6]	0.08
K21148-[EC:2.5.1.113]	-0.08
K05275-[EC:1.1.1.65]	0.04
K20113-[EC:2.7.1.204]	0.04
K02056-[EC:3.6.3.17]	-0.01
K22078-[EC:3.2.1.107]	0.43
K13927-[EC:2.7.7.61]	0.33
K04115-[EC:1.3.7.8]	0.26
K18289-[EC:2.8.3.22]	0.14
K22025-[EC:1.1.1.410]	0.04
K07557-[EC:2.6.1.97]	0.06
K22389-[EC:3.1.1.32]	-0.16
K05588-[EC:7.1.1.2]	0.11
K00158-[EC:1.2.3.3]	0.04
K22164-[EC:1.5.98.3]	-0.23
K03273-[EC:3.1.3.83]	0.06
K14255-[EC:2.1.1.335]	-0.33
K16215-[EC:2.1.1.243]	0.07
K12373-[EC:3.2.1.52]	0.05
K03472-[EC:1.2.1.72]	0.17
K07446-[EC:2.1.1.213]	0.07
K17744-[EC:1.1.1.316]	-0.01
K06442-[EC:2.1.1.227]	0.01
K16370-[EC:2.7.1.11]	0.28
K00526-[EC:1.17.4.1]	0.04
K05576-[EC:7.1.1.2]	0.25
K13938-[EC:1.5.1.50]	0.09
K00130-[EC:1.2.1.8]	0.11
K00260-[EC:1.4.1.2]	-0.02
K15255-[EC:3.6.4.12]	0.45
K22086-[EC:1.5.99.5]	0.04
K01167-[EC:3.1.27.3]	0.05
K00974-[EC:2.7.7.72]	0.02
K18356-[EC:1.2.1.58]	0.06
K00574-[EC:2.1.1.79]	0.03
K08681-[EC:4.3.3.6]	0.15
K01215-[EC:3.2.1.70]	0.14
K12503-[EC:2.5.1.68]	0.03
K18223-[EC:1.14.13.227]	-0.14
K00117-[EC:1.1.5.2]	0.06
K11337-[EC:1.1.1.396]	0.0
K22163-[EC:1.5.98.3]	-0.19
K01058-[EC:3.1.1.4]	0.27
K03921-[EC:1.14.19.26]	0.05
K03773-[EC:5.2.1.8]	0.16
K18359-[EC:1.2.1.58]	0.07
K18974-[EC:2.5.1.15]	-0.87
K23373-[EC:4.1.1.117]	0.49
K02536-[EC:2.3.1.191]	0.06
K00844-[EC:2.7.1.1]	0.05
K00395-[EC:1.8.99.2]	0.05
K01214-[EC:3.2.1.68]	0.1
K06215-[EC:4.3.3.6]	0.05
K00975-[EC:2.7.7.27]	0.07
K10674-[EC:1.14.11.55]	-0.04
K18105-[EC:6.5.1.5]	-0.17
K12256-[EC:2.6.1.113]	0.05
K19590-[EC:1.1.1.117]	-0.3
K17995-[EC:1.12.98.4]	-0.02
K13941-[EC:2.7.6.3]	0.06
K01139-[EC:3.1.7.2]	0.04
K05352-[EC:1.1.1.405]	0.11
K06957-[EC:2.3.1.193]	0.31
K11528-[EC:2.7.7.23]	0.13
K12995-[EC:2.4.1.348]	0.04
K19668-[EC:3.2.1.91]	-0.02
K22958-[EC:4.1.1.59]	0.05
K00129-[EC:1.2.1.5]	0.25
K04478-[EC:2.4.1.129]	0.4
K01962-[EC:2.1.3.15]	0.01
K00245-[EC:1.3.5.4]	0.43
K05606-[EC:5.1.99.1]	0.04
K03412-[EC:3.5.1.44]	0.03
K19266-[EC:1.2.1.22]	0.01
K20509-[EC:7.2.4.1]	0.13
K15518-[EC:2.7.1.113]	0.21
K22129-[EC:2.7.1.220]	-0.0
K01051-[EC:3.1.1.11]	0.31
K01447-[EC:3.5.1.28]	0.05
K19077-[EC:2.7.13.3]	0.5
K07320-[EC:2.1.1.298]	0.12
K15511-[EC:1.14.13.208]	0.07
K17218-[EC:1.8.5.4]	-0.02
K21132-[EC:3.2.1.198]	0.66
K00945-[EC:2.7.4.25]	-0.0
K03070-[EC:7.4.2.8]	0.0
K17836-[EC:3.5.2.6]	0.03
K16363-[EC:3.5.1.108]	0.2
K08693-[EC:3.1.4.16]	0.31
K22393-[EC:1.5.1.36]	0.24
K16845-[EC:4.4.1.24]	0.11
K18653-[EC:2.6.1.104]	0.12
K15783-[EC:3.5.4.44]	0.04
K01690-[EC:4.2.1.12]	0.03
K18337-[EC:1.1.1.378]	0.18
K13482-[EC:1.17.1.4]	0.08
K05304-[EC:2.5.1.56]	0.05
